,online_order,book_table,rate(?/5),votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
29151,Yes,Yes,4.1,402,Koramangala 5th Block,"Cafe, Bar","Cafe, Continental, Salad, Steak",1200,Dine-out,Koramangala 7th Block
29152,No,Yes,3.8,155,Koramangala 5th Block,"Pub, Bar","Finger Food, North Indian, Continental, Pizza",1000,Dine-out,Koramangala 7th Block
29153,Yes,Yes,4.4,348,Koramangala 5th Block,"Casual Dining, Bar","Chinese, Continental, North Indian, Burger, Pizza, Seafood",1000,Dine-out,Koramangala 7th Block
29154,Yes,Yes,4.2,1708,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650,Dine-out,Koramangala 7th Block
29155,No,No,3.9,70,Hosur Road,Bar,"North Indian, Chinese",1500,Dine-out,Koramangala 7th Block
29156,Yes,No,3.6,16,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500,Dine-out,Koramangala 7th Block
29157,Yes,Yes,4.2,350,Koramangala 5th Block,Casual Dining,North Indian,700,Dine-out,Koramangala 7th Block
29158,Yes,No,3.6,76,Koramangala 4th Block,Casual Dining,"Continental, Italian, Chinese",750,Dine-out,Koramangala 7th Block
29159,Yes,No,4.1,87,Koramangala 6th Block,Cafe,"Cafe, Desserts",700,Dine-out,Koramangala 7th Block
29160,Yes,Yes,3.9,599,Koramangala 4th Block,Bar,"Finger Food, North Indian, Chinese",1200,Dine-out,Koramangala 7th Block
29161,Yes,Yes,4.0,238,Koramangala 5th Block,Casual Dining,"Mughlai, North Indian",800,Dine-out,Koramangala 7th Block
29162,Yes,No,3.7,483,Koramangala 4th Block,Casual Dining,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800,Dine-out,Koramangala 7th Block
29163,No,No,3.8,35,Koramangala 4th Block,Bar,"South Indian, Andhra",1000,Dine-out,Koramangala 7th Block
29164,No,Yes,3.9,599,Koramangala 5th Block,"Pub, Casual Dining","Continental, North Indian, Chinese",1300,Dine-out,Koramangala 7th Block
29165,Yes,Yes,4.0,281,Koramangala 4th Block,"Casual Dining, Bar","European, American, Continental, North Indian, Steak",1500,Dine-out,Koramangala 7th Block
29166,Yes,No,4.3,481,Koramangala 5th Block,Cafe,"Cafe, Tea, Street Food",450,Dine-out,Koramangala 7th Block
29167,Yes,No,3.8,474,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese, Street Food",500,Dine-out,Koramangala 7th Block
29168,Yes,No,3.8,66,Koramangala 5th Block,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",800,Dine-out,Koramangala 7th Block
29169,No,No,4.2,226,Koramangala 2nd Block,Cafe,"Cafe, Street Food",200,Dine-out,Koramangala 7th Block
29170,Yes,No,3.9,823,Koramangala 5th Block,Casual Dining,"Chinese, Momos",750,Dine-out,Koramangala 7th Block
29171,No,No,4.1,100,Koramangala 4th Block,Casual Dining,"American, Continental, Chinese",600,Dine-out,Koramangala 7th Block
29172,Yes,No,3.9,457,Koramangala 6th Block,Casual Dining,Chinese,1000,Dine-out,Koramangala 7th Block
29173,No,No,4.2,272,Koramangala 6th Block,"Pub, Casual Dining","Continental, Pizza, Burger",1400,Dine-out,Koramangala 7th Block
29174,No,Yes,3.9,1390,Koramangala 5th Block,Lounge,"Continental, North Indian",1400,Dine-out,Koramangala 7th Block
29175,Yes,Yes,4.2,295,Koramangala 5th Block,Casual Dining,"Seafood, Mangalorean, Chinese",800,Dine-out,Koramangala 7th Block
29176,Yes,Yes,3.9,158,Koramangala 4th Block,Casual Dining,"Continental, Chinese, Fast Food, Beverages",1000,Dine-out,Koramangala 7th Block
29177,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,"Mughlai, Fast Food",750,Dine-out,Koramangala 7th Block
29178,Yes,No,4.0,783,Koramangala 6th Block,Casual Dining,"Italian, Pizza, Fast Food, Salad",750,Dine-out,Koramangala 7th Block
29179,Yes,No,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining","Cafe, Italian, Continental",700,Dine-out,Koramangala 7th Block
29180,Yes,No,4.1,1004,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Chinese, Rolls",700,Dine-out,Koramangala 7th Block
29181,Yes,No,4.0,72,Koramangala 6th Block,Casual Dining,"Mangalorean, Seafood, Chinese, North Indian",1000,Dine-out,Koramangala 7th Block
29182,Yes,No,3.1,911,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Biryani",600,Dine-out,Koramangala 7th Block
29183,Yes,No,4.1,237,Koramangala 5th Block,Quick Bites,"North Indian, Fast Food",500,Dine-out,Koramangala 7th Block
29184,No,No,4.0,293,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Fast Food, Beverages, Sandwich",250,Dine-out,Koramangala 7th Block
29185,Yes,No,4.1,96,Koramangala 5th Block,Cafe,"Cafe, Continental",600,Dine-out,Koramangala 7th Block
29186,No,No,3.0,39,Koramangala 5th Block,Pub,Finger Food,1000,Dine-out,Koramangala 7th Block
29187,Yes,No,4.1,61,Koramangala 2nd Block,Cafe,"Cafe, Healthy Food, Salad, Beverages",600,Dine-out,Koramangala 7th Block
29188,Yes,No,3.6,74,Koramangala 5th Block,Casual Dining,Bengali,700,Dine-out,Koramangala 7th Block
29189,No,Yes,4.1,357,Koramangala 3rd Block,Fine Dining,"European, Asian",2000,Dine-out,Koramangala 7th Block
29190,No,No,3.8,47,Koramangala 5th Block,Cafe,"Cafe, Italian",600,Dine-out,Koramangala 7th Block
29191,No,No,4.1,183,Koramangala 5th Block,Mess,North Indian,150,Dine-out,Koramangala 7th Block
29192,No,No,3.9,220,Koramangala 4th Block,Quick Bites,North Indian,250,Dine-out,Koramangala 7th Block
29193,Yes,No,3.6,165,Koramangala 3rd Block,Casual Dining,"North Indian, Chinese",500,Dine-out,Koramangala 7th Block
29194,Yes,No,3.8,149,Koramangala 5th Block,Casual Dining,"Biryani, Mughlai, Chinese",600,Dine-out,Koramangala 7th Block
29195,Yes,No,4.0,202,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800,Dine-out,Koramangala 7th Block
29196,No,No,3.8,109,Koramangala 4th Block,Bar,Finger Food,1500,Dine-out,Koramangala 7th Block
29197,Yes,No,4.0,152,Koramangala 5th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts",350,Dine-out,Koramangala 7th Block
29198,No,No,3.8,38,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Thai, Chinese, Continental",900,Dine-out,Koramangala 7th Block
29199,No,No,3.3,10,Koramangala 5th Block,"Takeaway, Delivery","Biryani, Kebab, Rolls",600,Dine-out,Koramangala 7th Block
29200,Yes,No,3.6,383,Koramangala 5th Block,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Dine-out,Koramangala 7th Block
29201,Yes,No,3.8,172,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",550,Dine-out,Koramangala 7th Block
29202,No,No,4.0,1209,Koramangala 4th Block,Cafe,"Cafe, Continental, Italian, Burger, Pizza",650,Dine-out,Koramangala 7th Block
29203,No,No,3.8,674,Koramangala 6th Block,Pub,"American, North Indian, Chinese",1700,Dine-out,Koramangala 7th Block
29204,Yes,No,3.9,293,Koramangala 6th Block,Kiosk,"Street Food, North Indian",250,Dine-out,Koramangala 7th Block
29205,Yes,No,3.4,31,Koramangala 6th Block,Casual Dining,"South Indian, North Indian, Chinese",700,Dine-out,Koramangala 7th Block
29206,Yes,No,4.2,414,Koramangala 5th Block,Cafe,"Cafe, Desserts, Beverages",700,Dine-out,Koramangala 7th Block
29207,Yes,Yes,3.7,114,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",900,Dine-out,Koramangala 7th Block
29208,No,No,3.7,73,Koramangala 6th Block,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250,Dine-out,Koramangala 7th Block
29209,Yes,No,3.7,26,Koramangala 6th Block,Quick Bites,"Kerala, South Indian",400,Dine-out,Koramangala 7th Block
29210,Yes,No,3.8,222,Ejipura,Casual Dining,"Chinese, Momos",600,Dine-out,Koramangala 7th Block
29211,Yes,No,3.5,74,Koramangala 6th Block,Casual Dining,Kashmiri,600,Dine-out,Koramangala 7th Block
29212,Yes,No,3.6,243,Koramangala 5th Block,Casual Dining,"North Indian, Seafood, Biryani, Kerala",1000,Dine-out,Koramangala 7th Block
29213,No,No,3.7,34,Koramangala 5th Block,Mess,"North Indian, Bengali",300,Dine-out,Koramangala 7th Block
29214,Yes,No,3.8,214,Koramangala 6th Block,Casual Dining,"Mexican, Continental, Italian, Chinese",700,Dine-out,Koramangala 7th Block
29215,No,No,3.8,27,Koramangala 4th Block,Cafe,Cafe,450,Dine-out,Koramangala 7th Block
29216,Yes,No,3.6,242,Koramangala 6th Block,Casual Dining,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800,Dine-out,Koramangala 7th Block
29217,No,No,2.5,547,Koramangala 4th Block,Casual Dining,North Indian,450,Dine-out,Koramangala 7th Block
29218,Yes,No,3.1,121,Koramangala 6th Block,Casual Dining,"North Indian, Chinese",500,Dine-out,Koramangala 7th Block
29219,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,North Indian,1000,Dine-out,Koramangala 7th Block
29220,No,No,3.5,17,Ejipura,Casual Dining,"North Indian, Chinese",800,Dine-out,Koramangala 7th Block
29221,No,Yes,3.8,170,Koramangala 4th Block,Bar,"South Indian, North Indian",1300,Dine-out,Koramangala 7th Block
29222,No,No,3.6,21,Koramangala 6th Block,Casual Dining,"South Indian, North Indian",400,Dine-out,Koramangala 7th Block
29223,Yes,No,3.8,22,Koramangala 5th Block,Cafe,"Cafe, Bakery",500,Dine-out,Koramangala 7th Block
29224,Yes,No,4.1,508,Koramangala 6th Block,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger",600,Dine-out,Koramangala 7th Block
29225,No,No,3.6,23,Koramangala 5th Block,Mess,Andhra,200,Dine-out,Koramangala 7th Block
29226,No,No,4.0,58,Koramangala 5th Block,Casual Dining,Tibetan,500,Dine-out,Koramangala 7th Block
29227,Yes,No,3.5,34,Koramangala 6th Block,Sweet Shop,"Mithai, Fast Food",250,Dine-out,Koramangala 7th Block
29228,Yes,Yes,4.3,105,Koramangala 8th Block,Cafe,"Cafe, Continental, Beverages",700,Dine-out,Koramangala 7th Block
29229,Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,"Kerala, Seafood",500,Dine-out,Koramangala 7th Block
29230,Yes,No,4.0,277,Koramangala 3rd Block,Cafe,Cafe,500,Dine-out,Koramangala 7th Block
29231,No,No,4.4,154,Koramangala 5th Block,Cafe,"Cafe, Continental",800,Dine-out,Koramangala 7th Block
29232,No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1000,Dine-out,Koramangala 7th Block
29233,Yes,No,3.9,626,Koramangala 5th Block,Casual Dining,"Chinese, Momos, Seafood",600,Dine-out,Koramangala 7th Block
29234,No,No,2.9,291,Koramangala 4th Block,Casual Dining,"South Indian, North Indian, Chinese, Street Food",250,Dine-out,Koramangala 7th Block
29235,Yes,No,3.7,47,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800,Dine-out,Koramangala 7th Block
29236,Yes,No,3.6,10,Hosur Road,Casual Dining,"North Indian, Chinese, South Indian",700,Dine-out,Koramangala 7th Block
29237,No,No,3.8,152,Koramangala 6th Block,"Pub, Casual Dining","American, Pizza, Burger",1500,Dine-out,Koramangala 7th Block
29238,No,No,2.7,47,Koramangala 4th Block,Casual Dining,North Indian,800,Dine-out,Koramangala 7th Block
29239,No,No,3.7,68,Koramangala 6th Block,Bar,"Finger Food, Continental",1000,Dine-out,Koramangala 7th Block
29240,No,No,3.4,7,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Chinese, Continental, Italian",1000,Dine-out,Koramangala 7th Block
29241,No,No,2.8,227,Koramangala 6th Block,Cafe,Cafe,450,Dine-out,Koramangala 7th Block
29242,Yes,Yes,3.7,1015,Koramangala 6th Block,Bar,"Continental, Chinese",1300,Dine-out,Koramangala 7th Block
29243,Yes,No,3.9,523,Koramangala 4th Block,Casual Dining,"Chinese, Thai, Momos",500,Dine-out,Koramangala 7th Block
29244,Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,Chinese,800,Dine-out,Koramangala 7th Block
29245,No,No,3.5,11,Koramangala 2nd Block,Lounge,Finger Food,1600,Dine-out,Koramangala 7th Block
29246,No,No,3.0,25,Koramangala 6th Block,Bar,"Finger Food, Continental",2300,Dine-out,Koramangala 7th Block
29247,No,No,3.6,54,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400,Dine-out,Koramangala 7th Block
29248,No,No,3.1,7,Koramangala 5th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Burger",200,Dine-out,Koramangala 7th Block
29249,No,No,3.8,29,Koramangala 6th Block,Bar,"North Indian, Chinese",800,Dine-out,Koramangala 7th Block
29250,No,No,3.3,4,Koramangala 5th Block,Mess,Andhra,300,Dine-out,Koramangala 7th Block
29251,No,No,3.5,7,Koramangala 5th Block,Casual Dining,Continental,850,Dine-out,Koramangala 7th Block
29252,No,No,2.9,12,Koramangala 6th Block,Cafe,"Cafe, North Indian, Chinese, Continental",500,Dine-out,Koramangala 7th Block
29253,Yes,No,3.6,23,Ejipura,Casual Dining,"North Indian, Chinese, Continental",800,Dine-out,Koramangala 7th Block
29254,No,No,3.3,4,Koramangala 4th Block,Cafe,"Cafe, Fast Food, Beverages",400,Dine-out,Koramangala 7th Block
29255,No,No,3.4,18,Koramangala 6th Block,Mess,Biryani,250,Dine-out,Koramangala 7th Block
29256,No,No,3.3,4,Koramangala 4th Block,Bar,"North Indian, Chinese",1000,Dine-out,Koramangala 7th Block
29257,No,No,3.2,4,Koramangala 4th Block,Cafe,"Cafe, American, European",600,Dine-out,Koramangala 7th Block
29258,No,No,3.3,5,Koramangala 5th Block,Mess,Andhra,150,Dine-out,Koramangala 7th Block
29259,No,No,3.4,39,Koramangala 5th Block,Casual Dining,"Kerala, North Indian, Chinese",700,Dine-out,Koramangala 7th Block
29260,No,No,3.3,6,Ejipura,Casual Dining,"Continental, American",900,Dine-out,Koramangala 7th Block
29261,No,No,2.7,61,Koramangala 6th Block,Quick Bites,"Arabian, Biryani, North Indian, Chinese, Fast Food",500,Dine-out,Koramangala 7th Block
29262,No,No,3.4,21,Ejipura,Quick Bites,"Kerala, South Indian, Chinese",350,Dine-out,Koramangala 7th Block
29263,No,No,3.2,4,Ejipura,Quick Bites,"South Indian, Chinese",300,Dine-out,Koramangala 7th Block
29264,No,Yes,3.7,81,Koramangala 6th Block,Lounge,Finger Food,1200,Dine-out,Koramangala 7th Block
29265,Yes,No,3.7,93,Koramangala 6th Block,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Koramangala 7th Block
29266,Yes,No,3.8,327,Koramangala 6th Block,Casual Dining,"Andhra, Biryani",500,Dine-out,Koramangala 7th Block
29267,Yes,No,3.4,357,Ejipura,Quick Bites,North Indian,350,Dine-out,Koramangala 7th Block
29268,Yes,No,3.7,52,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",450,Dine-out,Koramangala 7th Block
29269,Yes,No,4.1,1964,Koramangala 6th Block,Quick Bites,"Mexican, American, Fast Food",600,Dine-out,Koramangala 7th Block
29270,Yes,No,4.3,3624,Koramangala 6th Block,Quick Bites,"Street Food, Desserts, North Indian, Mithai, Rajasthani",400,Dine-out,Koramangala 7th Block
29271,No,No,4.2,1536,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600,Dine-out,Koramangala 7th Block
29272,No,No,4.2,94,Koramangala 6th Block,Quick Bites,North Indian,400,Dine-out,Koramangala 7th Block
29273,No,No,4.1,1229,Koramangala 5th Block,Quick Bites,"Mexican, Fast Food",400,Dine-out,Koramangala 7th Block
29274,Yes,No,4.4,2634,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Dine-out,Koramangala 7th Block
29275,Yes,No,4.1,509,Koramangala 4th Block,Quick Bites,"Italian, Pizza, Beverages",600,Dine-out,Koramangala 7th Block
29276,Yes,No,4.2,973,Koramangala 5th Block,Quick Bites,South Indian,200,Dine-out,Koramangala 7th Block
29277,Yes,No,3.9,28,Koramangala 5th Block,Quick Bites,"Chinese, Momos, Nepalese, Tibetan",200,Dine-out,Koramangala 7th Block
29278,Yes,Yes,4.3,343,Koramangala 4th Block,Quick Bites,"Desserts, Ice Cream, Beverages",450,Dine-out,Koramangala 7th Block
29279,Yes,No,4.3,656,Koramangala 6th Block,Quick Bites,South Indian,250,Dine-out,Koramangala 7th Block
29280,No,No,4.3,996,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",350,Dine-out,Koramangala 7th Block
29281,Yes,No,4.3,194,Koramangala 6th Block,Quick Bites,"Street Food, North Indian, Mithai, Chinese, Beverages",300,Dine-out,Koramangala 7th Block
29282,Yes,No,4.0,63,Koramangala 6th Block,Quick Bites,"Italian, Fast Food, Pizza",400,Dine-out,Koramangala 7th Block
29283,Yes,No,4.3,172,Koramangala 5th Block,Quick Bites,"Burger, Fast Food",500,Dine-out,Koramangala 7th Block
29284,Yes,No,4.2,196,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out,Koramangala 7th Block
29285,No,No,4.2,54,Koramangala 5th Block,Quick Bites,South Indian,200,Dine-out,Koramangala 7th Block
29286,Yes,No,3.7,24,Koramangala 5th Block,Quick Bites,"Biryani, North Indian, Chinese, Andhra, South Indian",750,Dine-out,Koramangala 7th Block
29287,Yes,No,4.3,247,Koramangala 5th Block,Quick Bites,"Tibetan, Chinese, Continental, Momos",600,Dine-out,Koramangala 7th Block
29288,Yes,No,4.2,558,Koramangala 5th Block,Quick Bites,"Tibetan, Nepalese, Momos",400,Dine-out,Koramangala 7th Block
29289,Yes,No,4.0,138,Koramangala 8th Block,Quick Bites,"South Indian, North Indian, Street Food, Chinese",250,Dine-out,Koramangala 7th Block
29290,No,No,3.8,468,Koramangala 6th Block,Quick Bites,South Indian,200,Dine-out,Koramangala 7th Block
29291,Yes,No,3.9,44,Koramangala 6th Block,Quick Bites,"Coffee, Fast Food, Chinese, Beverages",550,Dine-out,Koramangala 7th Block
29292,No,No,4.1,210,Koramangala 5th Block,Quick Bites,"Bakery, Beverages",200,Dine-out,Koramangala 7th Block
29293,Yes,No,3.8,76,Koramangala 5th Block,Quick Bites,"Bengali, North Indian",500,Dine-out,Koramangala 7th Block
29294,Yes,No,4.0,462,Koramangala 8th Block,Quick Bites,"North Indian, Biryani, Fast Food",500,Dine-out,Koramangala 7th Block
29295,Yes,No,4.0,88,Koramangala 5th Block,Quick Bites,"North Indian, Mughlai, Biryani",400,Dine-out,Koramangala 7th Block
29296,Yes,No,4.0,567,Koramangala 6th Block,Quick Bites,"Pizza, Fast Food",400,Dine-out,Koramangala 7th Block
29297,Yes,No,4.0,685,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",250,Dine-out,Koramangala 7th Block
29298,Yes,No,4.0,199,Koramangala 4th Block,Quick Bites,North Indian,500,Dine-out,Koramangala 7th Block
29299,Yes,No,4.2,166,Koramangala 5th Block,Quick Bites,Fast Food,300,Dine-out,Koramangala 7th Block
29300,Yes,No,3.7,434,Koramangala 4th Block,Quick Bites,"North Indian, South Indian, Chinese",400,Dine-out,Koramangala 7th Block
29301,Yes,No,3.9,49,Koramangala 4th Block,Quick Bites,"South Indian, Chinese, Seafood",400,Dine-out,Koramangala 7th Block
29302,Yes,No,3.7,219,Koramangala 5th Block,"Quick Bites, Food Court","Salad, Fast Food",600,Dine-out,Koramangala 7th Block
29303,Yes,No,3.7,23,Ejipura,Quick Bites,"Fast Food, Biryani",300,Dine-out,Koramangala 7th Block
29304,Yes,No,3.9,503,Koramangala 6th Block,Quick Bites,"Street Food, Gujarati",300,Dine-out,Koramangala 7th Block
29305,Yes,No,3.7,32,Koramangala 6th Block,Quick Bites,"Rolls, Fast Food",450,Dine-out,Koramangala 7th Block
29306,Yes,No,3.9,76,Koramangala 3rd Block,Quick Bites,"South Indian, North Indian, Fast Food",300,Dine-out,Koramangala 7th Block
29307,Yes,No,3.8,18,Koramangala 5th Block,Quick Bites,"Biryani, Chinese, North Indian",250,Dine-out,Koramangala 7th Block
29308,No,No,3.8,27,Koramangala 5th Block,Quick Bites,"North Eastern, Chinese",400,Dine-out,Koramangala 7th Block
29309,Yes,No,3.8,141,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese, Beverages",200,Dine-out,Koramangala 7th Block
29310,Yes,No,3.5,26,Koramangala 8th Block,Quick Bites,Chinese,300,Dine-out,Koramangala 7th Block
29311,Yes,No,3.9,44,Koramangala 6th Block,Quick Bites,South Indian,300,Dine-out,Koramangala 7th Block
29312,Yes,No,3.5,12,Ejipura,Quick Bites,"North Indian, Chinese",250,Dine-out,Koramangala 7th Block
29313,Yes,No,3.7,42,Ejipura,Quick Bites,"Chinese, North Indian",300,Dine-out,Koramangala 7th Block
29314,Yes,No,3.9,188,Koramangala 8th Block,Quick Bites,Chinese,200,Dine-out,Koramangala 7th Block
29315,Yes,No,3.8,35,Koramangala 7th Block,Quick Bites,"Fast Food, Pizza, Sandwich",250,Dine-out,Koramangala 7th Block
29316,Yes,No,3.9,96,Ejipura,Quick Bites,"Bengali, North Indian",500,Dine-out,Koramangala 7th Block
29317,No,No,3.5,17,Koramangala 3rd Block,Quick Bites,"Biryani, Chinese",250,Dine-out,Koramangala 7th Block
29318,No,No,3.9,154,Koramangala 6th Block,Quick Bites,"North Indian, Street Food",200,Dine-out,Koramangala 7th Block
29319,Yes,No,3.7,51,Koramangala 5th Block,Quick Bites,"Chinese, Street Food",300,Dine-out,Koramangala 7th Block
29320,Yes,No,3.9,34,Ejipura,Quick Bites,North Indian,300,Dine-out,Koramangala 7th Block
29321,No,No,3.4,6,Koramangala 6th Block,Quick Bites,"Goan, Mangalorean",400,Dine-out,Koramangala 7th Block
29322,Yes,No,3.9,213,Koramangala 6th Block,Quick Bites,"Burger, Beverages, Rolls",400,Dine-out,Koramangala 7th Block
29323,Yes,No,3.9,44,Koramangala 5th Block,Quick Bites,"Tibetan, Asian, Momos",500,Dine-out,Koramangala 7th Block
29324,No,No,3.8,290,Koramangala 8th Block,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food",500,Dine-out,Koramangala 7th Block
29325,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,"Cafe, Burger, Fast Food",400,Dine-out,Koramangala 7th Block
29326,Yes,No,3.8,48,Koramangala 8th Block,Quick Bites,"North Indian, Chinese",300,Dine-out,Koramangala 7th Block
29327,No,No,4.0,99,Koramangala 6th Block,Quick Bites,"Street Food, Beverages",200,Dine-out,Koramangala 7th Block
29328,Yes,No,4.1,322,Koramangala 6th Block,Quick Bites,North Indian,600,Dine-out,Koramangala 7th Block
29329,Yes,No,4.0,212,Koramangala 4th Block,Quick Bites,"Continental, Pizza, Chinese",400,Dine-out,Koramangala 7th Block
29330,No,No,2.7,45,Koramangala 6th Block,Quick Bites,"Fast Food, Burger",300,Dine-out,Koramangala 7th Block
29331,No,No,3.6,28,Koramangala 4th Block,Quick Bites,"North Indian, South Indian",250,Dine-out,Koramangala 7th Block
29332,Yes,No,3.4,9,Koramangala 6th Block,Quick Bites,South Indian,250,Dine-out,Koramangala 7th Block
29333,Yes,No,2.8,94,Ejipura,Quick Bites,"North Indian, Chinese",300,Dine-out,Koramangala 7th Block
29334,Yes,No,3.7,24,Koramangala 5th Block,Quick Bites,Asian,500,Dine-out,Koramangala 7th Block
29335,Yes,Yes,4.1,152,Koramangala 6th Block,Quick Bites,"Cafe, Chinese, Continental",600,Dine-out,Koramangala 7th Block
29336,Yes,No,3.3,50,Koramangala 5th Block,Quick Bites,Biryani,300,Dine-out,Koramangala 7th Block
29337,Yes,No,4.2,106,Hosur Road,Quick Bites,"Bihari, North Indian",300,Dine-out,Koramangala 7th Block
29338,Yes,No,3.6,41,Koramangala 6th Block,Food Court,"Kerala, South Indian",500,Dine-out,Koramangala 7th Block
29339,Yes,No,3.9,241,Koramangala 4th Block,Quick Bites,"Pizza, Italian",600,Dine-out,Koramangala 7th Block
29340,No,No,4.0,203,Koramangala 6th Block,"Food Court, Quick Bites","Bengali, Bihari",350,Dine-out,Koramangala 7th Block
29341,Yes,No,3.9,64,Koramangala 5th Block,Quick Bites,"Lebanese, Greek",300,Dine-out,Koramangala 7th Block
29342,Yes,No,3.7,36,Koramangala 6th Block,Quick Bites,"Rajasthani, North Indian, Street Food",300,Dine-out,Koramangala 7th Block
29343,Yes,No,3.4,65,Koramangala 6th Block,Quick Bites,"Biryani, South Indian",350,Dine-out,Koramangala 7th Block
29344,Yes,No,3.1,8,Ejipura,Quick Bites,North Indian,300,Dine-out,Koramangala 7th Block
29345,Yes,No,4.1,76,Koramangala 5th Block,Quick Bites,Seafood,450,Dine-out,Koramangala 7th Block
29346,Yes,No,3.1,7,Koramangala 5th Block,Quick Bites,"Biryani, Mughlai",500,Dine-out,Koramangala 7th Block
29347,Yes,No,3.2,4,Koramangala 5th Block,Quick Bites,"South Indian, Kerala",300,Dine-out,Koramangala 7th Block
29348,Yes,No,3.4,6,Koramangala 6th Block,Quick Bites,"Fast Food, Biryani, Rolls",350,Dine-out,Koramangala 7th Block
29349,Yes,No,3.3,4,Koramangala 5th Block,Quick Bites,Chinese,300,Dine-out,Koramangala 7th Block
29350,Yes,No,3.6,72,Koramangala 6th Block,Quick Bites,Mexican,200,Dine-out,Koramangala 7th Block
29351,No,No,2.7,53,Koramangala 4th Block,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Dine-out,Koramangala 7th Block
29352,No,No,3.8,89,Koramangala 5th Block,Quick Bites,"North Indian, Gujarati",300,Dine-out,Koramangala 7th Block
29353,Yes,No,3.6,21,Koramangala 8th Block,Quick Bites,"North Indian, Chinese",200,Dine-out,Koramangala 7th Block
29354,Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,"Biryani, Kebab",400,Dine-out,Koramangala 7th Block
29355,Yes,No,3.6,76,Koramangala 5th Block,Quick Bites,"Burger, Fast Food, Beverages",600,Dine-out,Koramangala 7th Block
29356,Yes,No,3.0,6,Ejipura,Quick Bites,"Chinese, North Indian",200,Dine-out,Koramangala 7th Block
29357,Yes,No,3.5,16,Koramangala 5th Block,Quick Bites,"Chinese, North Indian, Continental",200,Dine-out,Koramangala 7th Block
29358,No,No,3.5,12,Koramangala 2nd Block,Quick Bites,South Indian,200,Dine-out,Koramangala 7th Block
29359,No,No,3.1,39,Koramangala 6th Block,Quick Bites,Maharashtrian,250,Dine-out,Koramangala 7th Block
29360,Yes,No,3.0,7,Koramangala 6th Block,Quick Bites,"Arabian, Mediterranean",400,Dine-out,Koramangala 7th Block
29361,No,No,2.9,21,Koramangala 4th Block,Quick Bites,"Andhra, Chinese, North Indian",450,Dine-out,Koramangala 7th Block
29362,No,No,3.7,32,Ejipura,Quick Bites,"Chinese, Momos",500,Dine-out,Koramangala 7th Block
29363,Yes,No,3.3,7,Koramangala 6th Block,Quick Bites,South Indian,150,Dine-out,Koramangala 7th Block
29364,Yes,No,3.4,11,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",300,Dine-out,Koramangala 7th Block
29365,Yes,No,3.2,5,Ejipura,Quick Bites,"Chinese, North Indian",300,Dine-out,Koramangala 7th Block
29366,Yes,No,3.3,5,Ejipura,Quick Bites,"Chinese, Fast Food",100,Dine-out,Koramangala 7th Block
